Unix,Date,Symbol,Open,High,Low,Close,Volume WAVES,Volume USDT,tradecount
1662336000000,2022-09-05,WAVESUSDT,4.608,4.679,4.443,4.582,2335819.24,10629765.85044,37940
1662249600000,2022-09-04,WAVESUSDT,4.51,4.709,4.506,4.608,2108390.41,9687676.82759,35424
1662163200000,2022-09-03,WAVESUSDT,4.495,4.531,4.444,4.51,876275.27,3932792.59348,15134
1662076800000,2022-09-02,WAVESUSDT,4.547,4.598,4.426,4.499,1703907.81,7707556.01625,24477
1661990400000,2022-09-01,WAVESUSDT,4.498,4.667,4.36,4.548,2705861.13,12197817.73499,42114
1661904000000,2022-08-31,WAVESUSDT,4.473,4.613,4.449,4.499,2047347.05,9296917.67768,32749
1661817600000,2022-08-30,WAVESUSDT,4.584,4.72,4.359,4.467,2698775.75,12225144.46295,40645
1661731200000,2022-08-29,WAVESUSDT,4.348,4.613,4.3,4.584,2805472.89,12476092.27142,40457
1661644800000,2022-08-28,WAVESUSDT,4.525,4.578,4.324,4.349,1864088.67,8395862.54473,26467
1661558400000,2022-08-27,WAVESUSDT,4.558,4.594,4.42,4.524,2423511.03,10947516.21897,35464
1661472000000,2022-08-26,WAVESUSDT,5.096,5.096,4.492,4.559,4918251.22,23772523.09666,69527
1661385600000,2022-08-25,WAVESUSDT,5.072,5.148,5.012,5.097,2431054.38,12360215.7962,38195
1661299200000,2022-08-24,WAVESUSDT,5.146,5.288,4.958,5.071,6078021.97,31283050.82192,88066
1661212800000,2022-08-23,WAVESUSDT,4.824,5.149,4.619,5.146,6378286.11,31506079.3133,86883
1661126400000,2022-08-22,WAVESUSDT,4.939,4.94,4.607,4.822,3933009.27,18676677.61731,53937
1661040000000,2022-08-21,WAVESUSDT,4.851,4.989,4.772,4.937,3574646.29,17482796.50364,45471
1660953600000,2022-08-20,WAVESUSDT,4.889,5.053,4.693,4.853,4252929.23,20891868.42987,56173
1660867200000,2022-08-19,WAVESUSDT,5.387,5.393,4.822,4.891,6460119.92,32528740.60805,90596
1660780800000,2022-08-18,WAVESUSDT,5.611,5.762,5.237,5.386,3648552.28,20325347.70706,51289
1660694400000,2022-08-17,WAVESUSDT,5.866,5.996,5.521,5.61,4864160.27,27911865.50266,75299
1660608000000,2022-08-16,WAVESUSDT,5.948,6.032,5.807,5.865,3442172.83,20277157.89446,49798
1660521600000,2022-08-15,WAVESUSDT,6.072,6.308,5.831,5.949,6117634.61,36981836.48251,95513
1660435200000,2022-08-14,WAVESUSDT,6.102,6.413,5.919,6.072,7464476.07,46097591.18593,109319
1660348800000,2022-08-13,WAVESUSDT,6.129,6.211,6.06,6.1,3106115.34,19070877.94401,46618
1660262400000,2022-08-12,WAVESUSDT,6.069,6.165,5.862,6.129,3859941.56,23208226.77183,52771
1660176000000,2022-08-11,WAVESUSDT,6.104,6.23,6.015,6.069,5979705.83,36700434.00005,82827
1660089600000,2022-08-10,WAVESUSDT,5.807,6.17,5.625,6.104,5610157.92,33282046.03334,90331
1660003200000,2022-08-09,WAVESUSDT,6.138,6.176,5.641,5.809,5763611.96,34084229.25628,87489
1659916800000,2022-08-08,WAVESUSDT,6.056,6.383,6.053,6.14,6929164.7,43020360.76863,95363
1659830400000,2022-08-07,WAVESUSDT,6.097,6.156,5.888,6.055,3761349.19,22708865.71715,56828
1659744000000,2022-08-06,WAVESUSDT,6.227,6.336,6.056,6.098,5261589.78,32582218.81676,69666
1659657600000,2022-08-05,WAVESUSDT,5.885,6.666,5.812,6.229,15069987.82,94457252.20053,238531
1659571200000,2022-08-04,WAVESUSDT,5.639,5.948,5.585,5.885,6205707.32,35693990.78147,102945
1659484800000,2022-08-03,WAVESUSDT,5.73,5.854,5.525,5.64,5698707.58,32636091.66011,88223
1659398400000,2022-08-02,WAVESUSDT,6.102,6.395,5.556,5.73,10266796.42,59707514.50863,178462
1659312000000,2022-08-01,WAVESUSDT,5.669,6.499,5.613,6.102,20136196.92,122605906.11784,338791
1659225600000,2022-07-31,WAVESUSDT,5.647,5.98,5.579,5.67,9077758.95,52602161.34703,140474
1659139200000,2022-07-30,WAVESUSDT,5.637,6.05,5.528,5.645,8624737.86,49756966.96095,128750
1659052800000,2022-07-29,WAVESUSDT,5.72,5.917,5.463,5.636,6768665.34,38505137.94484,113688
1658966400000,2022-07-28,WAVESUSDT,5.384,5.816,5.304,5.722,9355888.91,52359119.38379,152027
1658880000000,2022-07-27,WAVESUSDT,4.999,5.401,4.891,5.385,4010975.86,20616139.27056,66814
1658793600000,2022-07-26,WAVESUSDT,4.933,5.006,4.811,4.998,3479117.52,17058922.89285,57078
1658707200000,2022-07-25,WAVESUSDT,5.47,5.485,4.926,4.932,4100282.82,21201185.5811,73135
1658620800000,2022-07-24,WAVESUSDT,5.526,5.601,5.417,5.47,2367628.85,13082600.53222,39254
1658534400000,2022-07-23,WAVESUSDT,5.517,5.633,5.336,5.527,3215120.52,17662237.17102,53318
1658448000000,2022-07-22,WAVESUSDT,5.713,5.892,5.411,5.517,5335422.78,30408516.80708,89044
1658361600000,2022-07-21,WAVESUSDT,5.701,5.833,5.364,5.713,8367425.12,46848692.59298,141975
1658275200000,2022-07-20,WAVESUSDT,6.298,6.623,5.609,5.703,12964540.9,79792976.46408,219017
1658188800000,2022-07-19,WAVESUSDT,5.412,6.378,5.315,6.3,20333416.44,119854491.29379,315005
1658102400000,2022-07-18,WAVESUSDT,5.038,5.628,4.964,5.412,9468143.7,50574071.11163,131624
1658016000000,2022-07-17,WAVESUSDT,5.136,5.245,4.985,5.037,4205392.81,21448149.1152,54783
1657929600000,2022-07-16,WAVESUSDT,5.077,5.167,4.906,5.137,3619032.38,18247937.90473,47022
1657843200000,2022-07-15,WAVESUSDT,5.093,5.32,4.958,5.078,7492083.75,38293535.37893,101379
1657756800000,2022-07-14,WAVESUSDT,4.879,5.211,4.81,5.094,8989435.46,44893328.03987,127705
1657670400000,2022-07-13,WAVESUSDT,4.71,4.898,4.34,4.879,4801829.57,22433029.50053,60886
1657584000000,2022-07-12,WAVESUSDT,4.68,4.95,4.66,4.71,3226691.48,15435211.0617,32440
1657497600000,2022-07-11,WAVESUSDT,5.11,5.11,4.62,4.69,3163691.6,15538325.5523,33450
1657411200000,2022-07-10,WAVESUSDT,5.42,5.44,5.06,5.11,3141688.05,16335117.3813,27388
1657324800000,2022-07-09,WAVESUSDT,5.35,5.55,5.35,5.43,2805473.68,15272440.2585,26067
1657238400000,2022-07-08,WAVESUSDT,5.6,5.72,5.28,5.36,4649701.56,25347649.8632,45894
1657152000000,2022-07-07,WAVESUSDT,5.32,5.75,5.19,5.6,4440552.95,23977492.7757,39477
1657065600000,2022-07-06,WAVESUSDT,5.25,5.36,5.15,5.32,2994320.68,15743438.2961,31012
1656979200000,2022-07-05,WAVESUSDT,5.51,5.54,5.08,5.26,4758023.99,25338228.9673,46449
1656892800000,2022-07-04,WAVESUSDT,5.16,5.52,5.12,5.51,4842645.74,25702500.6823,44586
1656806400000,2022-07-03,WAVESUSDT,5.19,5.21,5.01,5.15,2093571.4,10689992.4618,23082
1656720000000,2022-07-02,WAVESUSDT,5.24,5.38,4.96,5.18,3415847.77,17640928.683,39027
1656633600000,2022-07-01,WAVESUSDT,5.08,5.51,4.9,5.24,8136739.85,42380542.4258,97054
1656547200000,2022-06-30,WAVESUSDT,5.41,5.41,4.77,5.07,4338724.61,21656940.988,51741
1656460800000,2022-06-29,WAVESUSDT,5.41,5.56,5.15,5.4,4258415.11,22712139.3558,58214
1656374400000,2022-06-28,WAVESUSDT,5.9,5.95,5.33,5.41,3596610.68,20456520.8073,51297
1656288000000,2022-06-27,WAVESUSDT,5.9,6.39,5.71,5.9,4712491.09,28465984.9156,65874
1656201600000,2022-06-26,WAVESUSDT,6.45,6.49,5.86,5.91,4361624.03,27161315.4926,54258
1656115200000,2022-06-25,WAVESUSDT,6.58,6.8,6.14,6.45,5244317.36,33840042.2732,67517
1656028800000,2022-06-24,WAVESUSDT,6.32,6.69,6.18,6.58,9012415.26,57659420.1945,107571
1655942400000,2022-06-23,WAVESUSDT,5.88,6.61,5.82,6.31,10236360.9,63816552.8623,135307
1655856000000,2022-06-22,WAVESUSDT,6.94,7.28,5.82,5.87,17821723.0,117559578.3934,251615
1655769600000,2022-06-21,WAVESUSDT,4.85,7.2,4.69,6.94,25105917.64,156828969.9592,335895
1655683200000,2022-06-20,WAVESUSDT,4.79,5.01,4.53,4.85,6250478.02,29650907.794,72107
1655596800000,2022-06-19,WAVESUSDT,4.55,4.84,4.32,4.79,5966956.78,27372570.2173,65270
1655510400000,2022-06-18,WAVESUSDT,4.56,4.87,4.2,4.55,9745400.93,44301124.8437,103438
1655424000000,2022-06-17,WAVESUSDT,4.35,4.9,4.22,4.56,6896009.94,31375556.9959,77363
1655337600000,2022-06-16,WAVESUSDT,5.17,5.25,4.24,4.35,7036722.91,32436568.4482,84875
1655251200000,2022-06-15,WAVESUSDT,4.85,5.2,4.13,5.18,10792611.46,48587113.8518,114022
1655164800000,2022-06-14,WAVESUSDT,4.82,5.29,4.48,4.85,10919987.09,53413392.0573,117388
1655078400000,2022-06-13,WAVESUSDT,5.39,5.58,4.5,4.82,12513080.24,60661450.0162,142258
1654992000000,2022-06-12,WAVESUSDT,6.39,6.44,5.36,5.38,8389351.02,48444429.1737,107464
1654905600000,2022-06-11,WAVESUSDT,6.97,7.33,6.06,6.38,5540796.11,36157034.4933,89095
1654819200000,2022-06-10,WAVESUSDT,7.81,7.83,6.88,6.97,4803254.4,35085015.4181,83378
1654732800000,2022-06-09,WAVESUSDT,7.66,8.27,7.63,7.81,4515921.93,35717836.7216,81869
1654646400000,2022-06-08,WAVESUSDT,7.77,8.33,7.64,7.66,4751779.08,37739734.6379,82333
1654560000000,2022-06-07,WAVESUSDT,8.32,8.46,7.42,7.77,6174845.66,48880893.4799,106581
1654473600000,2022-06-06,WAVESUSDT,8.11,9.02,7.82,8.33,8454436.71,71674052.7378,136792
1654387200000,2022-06-05,WAVESUSDT,8.87,8.91,7.93,8.11,8431102.11,70776829.475,147536
1654300800000,2022-06-04,WAVESUSDT,9.76,9.96,8.63,8.88,8507110.06,78207996.8986,148855
1654214400000,2022-06-03,WAVESUSDT,9.53,10.61,9.24,9.77,16546582.79,162218607.4028,273828
1654128000000,2022-06-02,WAVESUSDT,9.23,10.45,8.69,9.52,26464494.32,255297093.5665,419342
1654041600000,2022-06-01,WAVESUSDT,9.0,11.6,7.67,9.23,41121556.83,382737629.7523,663598
1653955200000,2022-05-31,WAVESUSDT,7.61,10.45,7.34,8.99,49961795.18,439750810.5104,774851
1653868800000,2022-05-30,WAVESUSDT,4.47,7.8,4.35,7.6,31786341.82,198500413.3501,388887
1653782400000,2022-05-29,WAVESUSDT,4.42,4.48,4.13,4.46,3282020.38,14147729.130917,33067
1653696000000,2022-05-28,WAVESUSDT,4.42,4.57,4.25,4.42,3888275.99,17072946.07,38205
1653609600000,2022-05-27,WAVESUSDT,4.85,4.9,4.2,4.42,5688043.71,25634313.85232,66958
1653523200000,2022-05-26,WAVESUSDT,5.48,5.57,4.77,4.86,4783261.954,24128045.61358,59090
1653436800000,2022-05-25,WAVESUSDT,5.64,5.89,5.36,5.47,3361990.3,18692482.4602,39449
1653350400000,2022-05-24,WAVESUSDT,5.67,5.79,5.27,5.64,3193075.62,17716941.325,41345
1653264000000,2022-05-23,WAVESUSDT,5.92,6.86,5.55,5.67,6098396.58,37560491.2651,92380
1653177600000,2022-05-22,WAVESUSDT,5.79,5.97,5.68,5.92,2850205.19,16675043.719,40828
1653091200000,2022-05-21,WAVESUSDT,5.78,5.9,5.49,5.79,2417056.31,13687284.1364,37401
1653004800000,2022-05-20,WAVESUSDT,6.26,6.37,5.6,5.77,3321574.57,19778285.1399,54926
1652918400000,2022-05-19,WAVESUSDT,6.16,6.36,5.71,6.26,4413711.448,26505824.1849,72073
1652832000000,2022-05-18,WAVESUSDT,6.87,7.38,6.1,6.16,4938386.83,33273046.2546,85767
1652745600000,2022-05-17,WAVESUSDT,6.48,7.16,6.41,6.86,4668299.51,31305157.676,81786
1652659200000,2022-05-16,WAVESUSDT,7.26,7.27,6.33,6.49,3998072.95,26333010.2262,79259
1652572800000,2022-05-15,WAVESUSDT,7.14,7.3,6.62,7.27,3748769.69,25725486.2705,74997
1652486400000,2022-05-14,WAVESUSDT,7.03,7.5,6.27,7.14,5200705.68,35316401.6385,113799
1652400000000,2022-05-13,WAVESUSDT,6.72,8.29,6.48,7.03,10233294.11,75454355.3993,199512
1652313600000,2022-05-12,WAVESUSDT,7.95,8.51,6.01,6.71,8015786.62,55292551.903782,198758
1652227200000,2022-05-11,WAVESUSDT,11.9,12.22,6.6,7.95,12692969.018,118124755.45656,387361
1652140800000,2022-05-10,WAVESUSDT,12.13,13.58,11.15,11.9,9568463.25,118977404.7792,309833
1652054400000,2022-05-09,WAVESUSDT,12.91,14.65,12.02,12.13,12467571.74,168998620.1616,354948
1651968000000,2022-05-08,WAVESUSDT,13.19,13.36,12.55,12.91,3406624.46,44037289.6567,104142
1651881600000,2022-05-07,WAVESUSDT,14.1,14.29,12.86,13.19,3895866.23,53359843.1311,111093
1651795200000,2022-05-06,WAVESUSDT,13.71,14.56,12.77,14.1,6473267.29,88187488.9571,181735
1651708800000,2022-05-05,WAVESUSDT,15.47,16.98,13.36,13.7,13444627.0,202571096.3164,412084
1651622400000,2022-05-04,WAVESUSDT,11.98,15.78,11.91,15.46,10002683.17,139281388.7181,300329
1651536000000,2022-05-03,WAVESUSDT,12.51,13.2,11.82,11.97,3411020.92,42468759.2006,97046
1651449600000,2022-05-02,WAVESUSDT,13.2,13.55,12.06,12.51,3030059.02,38385349.049,87289
1651363200000,2022-05-01,WAVESUSDT,12.68,13.86,12.29,13.21,3427020.11,44348995.8682,104189
1651276800000,2022-04-30,WAVESUSDT,14.16,14.66,12.3,12.68,3748811.43,51627480.5535,119117
1651190400000,2022-04-29,WAVESUSDT,15.43,15.58,13.91,14.16,2451379.17,36258572.4039,91161
1651104000000,2022-04-28,WAVESUSDT,16.17,17.07,15.17,15.42,4056590.99,65467707.5594,140982
1651017600000,2022-04-27,WAVESUSDT,15.25,16.86,14.78,16.18,3578904.2,57016662.3731,120833
1650931200000,2022-04-26,WAVESUSDT,16.95,17.71,14.95,15.25,2986778.99,49041452.5181,98158
1650844800000,2022-04-25,WAVESUSDT,17.45,17.47,15.86,16.95,3279233.42,54229484.8695,103026
1650758400000,2022-04-24,WAVESUSDT,18.47,18.55,17.31,17.46,2180649.6,38949780.8957,69061
1650672000000,2022-04-23,WAVESUSDT,19.1,19.21,18.23,18.45,1427277.06,26807056.9255,54675
1650585600000,2022-04-22,WAVESUSDT,19.18,19.66,18.81,19.11,2322084.76,44668659.4061,79859
1650499200000,2022-04-21,WAVESUSDT,20.3,21.3,18.95,19.18,3092984.59,62312585.4029,108656
1650412800000,2022-04-20,WAVESUSDT,21.15,21.76,20.02,20.3,3092608.66,64817234.08,112889
1650326400000,2022-04-19,WAVESUSDT,20.48,21.39,20.04,21.16,3199123.44,66327028.9217,120154
1650240000000,2022-04-18,WAVESUSDT,19.99,20.49,18.51,20.48,3590776.24,70115219.9913,130480
1650153600000,2022-04-17,WAVESUSDT,21.49,21.6,19.73,20.0,2658860.93,55447114.9171,96013
1650067200000,2022-04-16,WAVESUSDT,22.15,23.07,20.93,21.49,2944071.39,64510905.0896,107656
1649980800000,2022-04-15,WAVESUSDT,21.25,22.5,20.46,22.16,3494070.21,74571688.0009,159161
1649894400000,2022-04-14,WAVESUSDT,21.71,23.26,20.59,21.25,6119602.09,135260536.6122,238916
1649808000000,2022-04-13,WAVESUSDT,22.14,22.54,20.33,21.71,4717381.27,100541566.7929,204602
1649721600000,2022-04-12,WAVESUSDT,23.71,24.22,21.68,22.15,6144595.36,140741523.5757,274791
1649635200000,2022-04-11,WAVESUSDT,23.16,24.0,21.2,23.71,5434056.03,121951921.604,220477
1649548800000,2022-04-10,WAVESUSDT,24.75,26.4,23.02,23.15,4437427.43,110120387.281,153495
1649462400000,2022-04-09,WAVESUSDT,26.31,26.5,23.71,24.73,4072431.65,102153298.5977,159955
1649376000000,2022-04-08,WAVESUSDT,30.28,31.11,25.71,26.32,5209222.5,145609520.1379,212016
1649289600000,2022-04-07,WAVESUSDT,28.81,30.9,27.63,30.28,6910632.99,201287355.0332,354377
1649203200000,2022-04-06,WAVESUSDT,30.49,31.81,27.11,28.81,7114533.24,206911221.1064,420112
1649116800000,2022-04-05,WAVESUSDT,34.75,35.92,28.83,30.49,11640951.03,381147802.3341,680400
1649030400000,2022-04-04,WAVESUSDT,46.89,47.16,32.9,34.75,11170033.07,420987076.7005,721613
1648944000000,2022-04-03,WAVESUSDT,48.91,53.66,44.4,46.87,3358660.64,166022497.1317,381476
1648857600000,2022-04-02,WAVESUSDT,52.23,54.48,48.4,48.92,2914867.05,151238903.199,300883
1648771200000,2022-04-01,WAVESUSDT,54.43,58.0,51.04,52.22,4910605.37,267874490.6185,528150
1648684800000,2022-03-31,WAVESUSDT,52.05,63.88,49.2,54.45,7877109.189,440926018.84142494,839262
1648598400000,2022-03-30,WAVESUSDT,50.45,59.88,49.3,52.05,5803315.974,316987629.415141,589090
1648512000000,2022-03-29,WAVESUSDT,43.27,54.31,43.07,50.46,11393308.938,566386141.670891,1140573
1648425600000,2022-03-28,WAVESUSDT,32.52,44.98,31.68,43.23,5751225.33,217265055.781369,488589
1648339200000,2022-03-27,WAVESUSDT,32.69,32.69,31.13,32.52,1102355.93,35090241.9423,98381
1648252800000,2022-03-26,WAVESUSDT,31.17,33.63,31.03,32.69,1799693.78,59129942.8966,155460
1648166400000,2022-03-25,WAVESUSDT,31.33,31.87,30.26,31.17,1575082.49,48995084.6245,101165
1648080000000,2022-03-24,WAVESUSDT,31.96,32.74,30.07,31.31,2967033.97,92589308.3629,181242
1647993600000,2022-03-23,WAVESUSDT,32.55,32.85,31.6,31.96,2098278.54,67354703.8758,143014
1647907200000,2022-03-22,WAVESUSDT,32.36,34.9,31.96,32.55,2471213.29,82040692.7486,175402
1647820800000,2022-03-21,WAVESUSDT,32.58,33.85,31.05,32.38,2354608.92,76441418.9586,142631
1647734400000,2022-03-20,WAVESUSDT,32.57,34.14,31.56,32.56,2939807.1,95672285.0548,225804
1647648000000,2022-03-19,WAVESUSDT,32.7,34.48,32.17,32.57,3026733.24,100820292.8099,240698
1647561600000,2022-03-18,WAVESUSDT,28.18,33.18,28.13,32.7,5370007.05,163832992.7566,307366
1647475200000,2022-03-17,WAVESUSDT,28.47,28.88,27.27,28.18,3084729.64,86681913.0895,208200
1647388800000,2022-03-16,WAVESUSDT,28.05,31.5,27.3,28.47,7168823.48,210838606.2267,495832
1647302400000,2022-03-15,WAVESUSDT,26.52,28.09,25.35,28.06,2606442.46,68437043.1058,157752
1647216000000,2022-03-14,WAVESUSDT,26.6,27.29,25.17,26.52,2559512.52,66750228.7228,155258
1647129600000,2022-03-13,WAVESUSDT,26.7,28.67,25.84,26.62,3441342.8,94020468.0227,201438
1647043200000,2022-03-12,WAVESUSDT,25.37,27.7,24.63,26.71,3481392.38,91710942.2268,186916
1646956800000,2022-03-11,WAVESUSDT,27.32,28.42,25.24,25.39,3923685.05,104248103.5062,242055
1646870400000,2022-03-10,WAVESUSDT,28.49,31.0,25.95,27.32,8651501.88,243849509.6485,512175
1646784000000,2022-03-09,WAVESUSDT,22.35,29.0,21.4,28.44,8791019.68,223916451.4907,490108
1646697600000,2022-03-08,WAVESUSDT,22.56,24.45,21.89,22.35,6682443.81,155137109.4467,311492
1646611200000,2022-03-07,WAVESUSDT,17.8,22.89,17.63,22.57,8090283.47,165518598.8929,344522
1646524800000,2022-03-06,WAVESUSDT,17.24,19.61,16.8,17.81,3987516.93,72492030.6309,165426
1646438400000,2022-03-05,WAVESUSDT,18.39,18.92,16.73,17.24,3019442.64,53648452.951,125991
1646352000000,2022-03-04,WAVESUSDT,18.33,21.1,17.5,18.39,6595704.1,128771748.2702,299024
1646265600000,2022-03-03,WAVESUSDT,17.9,19.67,17.36,18.33,4852450.06,89396169.2675,193277
1646179200000,2022-03-02,WAVESUSDT,17.44,19.5,16.84,17.9,4714013.23,85414422.903,190992
1646092800000,2022-03-01,WAVESUSDT,16.27,19.9,16.08,17.45,9595827.41,170487185.7412,399237
1646006400000,2022-02-28,WAVESUSDT,11.22,16.54,11.09,16.29,5542849.64,73702787.7697,202254
1645920000000,2022-02-27,WAVESUSDT,12.26,13.4,11.02,11.22,3768711.1,45265247.252,138997
1645833600000,2022-02-26,WAVESUSDT,10.56,12.83,10.4,12.27,4165167.94,48347783.8247,134960
1645747200000,2022-02-25,WAVESUSDT,9.53,10.7,9.24,10.55,1747493.85,17310424.278,60623
1645660800000,2022-02-24,WAVESUSDT,9.29,9.71,8.38,9.53,3162234.94,28296744.6634,87058
1645574400000,2022-02-23,WAVESUSDT,8.96,10.48,8.91,9.29,2593849.72,25115077.6947,75427
1645488000000,2022-02-22,WAVESUSDT,8.55,9.12,8.2,8.96,1964772.28,17136200.5852,54661
1645401600000,2022-02-21,WAVESUSDT,9.36,10.44,8.48,8.54,3223910.15,30744872.4913,107836
1645315200000,2022-02-20,WAVESUSDT,9.68,9.85,8.94,9.35,985203.19,9160515.3672,42449
1645228800000,2022-02-19,WAVESUSDT,10.03,10.13,9.35,9.69,831280.53,8038949.0694,36229
1645142400000,2022-02-18,WAVESUSDT,9.93,10.24,9.58,10.03,998785.89,9940951.0398,42304
1645056000000,2022-02-17,WAVESUSDT,10.56,11.21,9.88,9.93,2135196.52,22561933.371,78683
1644969600000,2022-02-16,WAVESUSDT,10.38,10.95,10.12,10.57,1584083.3,16638800.8892,59579
1644883200000,2022-02-15,WAVESUSDT,9.33,10.54,9.33,10.39,1425966.94,14441058.8234,50399
1644796800000,2022-02-14,WAVESUSDT,9.38,9.56,9.02,9.35,746343.95,6921802.4562,20784
1644710400000,2022-02-13,WAVESUSDT,9.53,9.66,9.08,9.39,1099390.97,10349069.0173,33788
1644624000000,2022-02-12,WAVESUSDT,9.83,9.91,9.29,9.54,999080.98,9636914.2226,31482
1644537600000,2022-02-11,WAVESUSDT,10.96,11.0,9.65,9.82,1405642.57,14790948.2761,46674
1644451200000,2022-02-10,WAVESUSDT,12.01,12.2,10.89,10.97,2368383.52,27277664.9828,91379
1644364800000,2022-02-09,WAVESUSDT,10.54,12.21,10.14,12.0,3340294.67,38087604.4812,104169
1644278400000,2022-02-08,WAVESUSDT,11.09,11.14,10.06,10.53,1647802.55,17376274.7007,54975
1644192000000,2022-02-07,WAVESUSDT,10.56,11.5,10.34,11.09,2394406.56,26405495.6806,68270
1644105600000,2022-02-06,WAVESUSDT,10.01,10.63,9.95,10.56,1685094.79,17410718.101,55976
1644019200000,2022-02-05,WAVESUSDT,9.34,10.3,9.23,10.01,2540598.54,24884410.0973,74305
1643932800000,2022-02-04,WAVESUSDT,8.74,9.36,8.6,9.34,1657161.3,14906801.2691,60077
1643846400000,2022-02-03,WAVESUSDT,8.7,8.76,8.22,8.74,2943427.87,24907087.2897,64727
1643760000000,2022-02-02,WAVESUSDT,9.02,9.08,8.46,8.7,2374061.67,21112371.865,53351
1643673600000,2022-02-01,WAVESUSDT,9.14,9.22,8.86,9.02,1078797.78,9730052.1081,34317
1643587200000,2022-01-31,WAVESUSDT,9.25,9.28,8.51,9.14,2009959.34,17620326.2353,59555
1643500800000,2022-01-30,WAVESUSDT,9.9,9.9,9.1,9.25,1065794.91,10208598.5793,31863
1643414400000,2022-01-29,WAVESUSDT,10.11,10.39,9.44,9.9,2225077.47,21959770.8903,73390
1643328000000,2022-01-28,WAVESUSDT,9.87,10.2,9.31,10.11,1515088.98,14776386.8063,63123
1643241600000,2022-01-27,WAVESUSDT,10.27,10.49,9.28,9.88,1786519.6,17541815.7733,66455
1643155200000,2022-01-26,WAVESUSDT,8.4,12.09,8.32,10.26,5669664.15,59221630.6839,208617
1643068800000,2022-01-25,WAVESUSDT,8.53,8.53,8.07,8.39,799703.81,6658264.037,30883
1642982400000,2022-01-24,WAVESUSDT,9.21,9.21,7.56,8.53,1732675.05,14153611.966155,55882
1642896000000,2022-01-23,WAVESUSDT,8.96,9.42,8.66,9.22,1003281.49,9110521.5577,42752
1642809600000,2022-01-22,WAVESUSDT,10.67,11.34,7.96,8.96,3377557.09,30950820.682072,136259
1642723200000,2022-01-21,WAVESUSDT,12.59,12.75,10.36,10.68,1300287.746,14997402.608234,59394
1642636800000,2022-01-20,WAVESUSDT,13.19,13.64,12.54,12.59,466380.08,6116872.73559,22817
1642550400000,2022-01-19,WAVESUSDT,13.57,13.82,12.86,13.18,485004.49,6423462.6409,28713
1642464000000,2022-01-18,WAVESUSDT,13.75,13.96,13.06,13.58,509755.19,6848056.7363,28547
1642377600000,2022-01-17,WAVESUSDT,14.28,14.31,13.38,13.73,540679.39,7438756.4109,26857
1642291200000,2022-01-16,WAVESUSDT,14.52,14.92,14.11,14.29,443652.34,6395515.5441,23246
1642204800000,2022-01-15,WAVESUSDT,14.16,14.83,14.06,14.53,450328.63,6516740.3468,28558
1642118400000,2022-01-14,WAVESUSDT,14.0,14.4,13.74,14.17,567575.41,7997404.5591,33140
1642032000000,2022-01-13,WAVESUSDT,14.77,14.8,13.94,14.0,522978.74,7539667.9629,31427
1641945600000,2022-01-12,WAVESUSDT,14.1,15.03,14.01,14.76,539092.95,7907600.1868,34540
1641859200000,2022-01-11,WAVESUSDT,13.37,14.14,13.31,14.11,393629.56,5417497.1762,25468
1641772800000,2022-01-10,WAVESUSDT,14.12,14.41,12.86,13.36,563020.93,7600227.0026,33470
1641686400000,2022-01-09,WAVESUSDT,13.75,14.29,13.54,14.13,374300.55,5248626.9893,25003
1641600000000,2022-01-08,WAVESUSDT,13.77,14.11,12.97,13.76,446825.512,6100156.433,25305
1641513600000,2022-01-07,WAVESUSDT,14.18,14.34,13.16,13.76,632987.72,8700888.027815,34853
1641427200000,2022-01-06,WAVESUSDT,14.39,14.46,13.45,14.17,556965.36,7801706.0333,28750
1641340800000,2022-01-05,WAVESUSDT,15.81,16.28,13.52,14.39,720969.75,10954067.5495,45811
1641254400000,2022-01-04,WAVESUSDT,15.56,16.32,15.13,15.8,741272.09,11700059.2592,48318
1641168000000,2022-01-03,WAVESUSDT,15.37,15.82,15.12,15.58,476190.61,7346839.0781,33153
1641081600000,2022-01-02,WAVESUSDT,15.1,15.6,14.75,15.38,479545.31,7346165.4336,30051
1640995200000,2022-01-01,WAVESUSDT,14.51,15.31,14.51,15.1,356702.28,5359795.94,22547
1640908800000,2021-12-31,WAVESUSDT,14.68,15.04,14.18,14.53,367474.15,5394071.972,24661
1640822400000,2021-12-30,WAVESUSDT,14.37,14.95,13.55,14.69,483996.81,6992394.08682,31349
1640736000000,2021-12-29,WAVESUSDT,14.83,15.07,14.1,14.37,645060.15,9410123.1053,36479
1640649600000,2021-12-28,WAVESUSDT,16.49,16.49,14.62,14.83,1000420.32,15484435.9694,53819
1640563200000,2021-12-27,WAVESUSDT,16.18,17.02,15.9,16.48,922350.41,15205578.1296,51017
1640476800000,2021-12-26,WAVESUSDT,16.17,16.36,15.63,16.16,435204.47,6950480.0618,25446
1640390400000,2021-12-25,WAVESUSDT,15.94,16.34,15.85,16.15,406264.91,6551482.8413,24696
1640304000000,2021-12-24,WAVESUSDT,16.51,16.73,15.77,15.94,606542.94,9906938.9364,35462
1640217600000,2021-12-23,WAVESUSDT,16.04,16.73,15.62,16.51,922438.68,14950613.9474,52029
1640131200000,2021-12-22,WAVESUSDT,16.0,16.43,15.83,16.03,610608.45,9862781.2433,35789
1640044800000,2021-12-21,WAVESUSDT,15.45,16.42,15.22,15.98,660406.55,10529123.4907,37872
